"zip_code","area_rent_br0","area_rent_br1","area_rent_br2","area_rent_br3","area_rent_br4","Year","city","county"
60104,1050,1140,1310,1660,1980,2023,"Bellwood","Cook"
60107,1680,1820,2090,2650,3150,2023,"Streamwood","Cook"
60130,1080,1170,1340,1700,2020,2023,"Forest Park","Cook"
60131,880,960,1100,1400,1660,2023,"Franklin Park","Cook"
60133,1280,1390,1590,2020,2400,2023,"Hanover Park","Cook"
60141,1020,1100,1270,1610,1910,2023,"Hines","Cook"
60153,980,1060,1220,1550,1840,2023,"Maywood","Cook"
60154,1410,1530,1750,2220,2640,2023,"Westchester","Cook"
60155,980,1060,1220,1550,1840,2023,"Broadview","Cook"
60160,1040,1120,1290,1640,1950,2023,"Melrose Park","Cook"
60162,1160,1260,1440,1830,2170,2023,"Hillside","Cook"
60163,970,1050,1200,1520,1810,2023,"Berkeley","Cook"
60164,930,1010,1160,1470,1750,2023,"Melrose Park","Cook"
60165,1050,1140,1310,1660,1980,2023,"Stone Park","Cook"
60169,1320,1430,1640,2080,2470,2023,"Hoffman Estates","Cook"
60171,950,1030,1180,1500,1780,2023,"River Grove","Cook"
60173,1580,1710,1960,2490,2960,2023,"Schaumburg","Cook"
60176,1020,1110,1270,1610,1920,2023,"Schiller Park","Cook"
60192,1740,1880,2160,2740,3260,2023,"Schaumburg","Cook"
60193,1480,1600,1840,2330,2780,2023,"Schaumburg","Cook"
60194,1470,1600,1830,2320,2760,2023,"Schaumburg","Cook"
60195,1410,1530,1750,2220,2640,2023,"Schaumburg","Cook"
60201,1640,1780,2040,2590,3080,2023,"Evanston","Cook"
60202,1360,1470,1690,2140,2550,2023,"Evanston","Cook"
60203,1640,1780,2040,2590,3080,2023,"Evanston","Cook"
60208,1130,1230,1410,1790,2130,2023,"Evanston","Cook"
60301,1740,1880,2160,2740,3260,2023,"Oak Park","Cook"
60302,1240,1340,1540,1950,2320,2023,"Oak Park","Cook"
60304,1140,1240,1420,1800,2140,2023,"Oak Park","Cook"
60305,1180,1280,1470,1870,2220,2023,"River Forest","Cook"
60402,1080,1170,1340,1700,2020,2023,"Berwyn","Cook"
60406,880,950,1090,1380,1640,2023,"Blue Island","Cook"
60409,970,1050,1200,1520,1810,2023,"Calumet City","Cook"
60411,960,1040,1190,1510,1800,2023,"Chicago Heights","Cook"
60415,970,1050,1210,1540,1830,2023,"Chicago Ridge","Cook"
60418,1130,1230,1410,1790,2130,2023,"Crestwood","Cook"
60419,1280,1390,1590,2020,2400,2023,"Dolton","Cook"
60422,1740,1880,2160,2740,3260,2023,"Flossmoor","Cook"
60425,1420,1540,1770,2250,2670,2023,"Glenwood","Cook"
60426,970,1050,1200,1520,1810,2023,"Harvey","Cook"
60428,1300,1400,1610,2040,2430,2023,"Markham","Cook"
60429,1420,1540,1770,2250,2670,2023,"Hazel Crest","Cook"
60430,1150,1250,1430,1810,2160,2023,"Homewood","Cook"
60438,1010,1100,1260,1600,1900,2023,"Lansing","Cook"
60443,1260,1370,1570,1990,2370,2023,"Matteson","Cook"
60445,980,1060,1220,1550,1840,2023,"Midlothian","Cook"
60452,1060,1150,1320,1670,1990,2023,"Oak Forest","Cook"
60453,1110,1200,1380,1750,2080,2023,"Oak Lawn","Cook"
60455,940,1020,1170,1480,1760,2023,"Bridgeview","Cook"
60456,1140,1230,1420,1800,2140,2023,"Hometown","Cook"
60457,960,1040,1190,1510,1800,2023,"Hickory Hills","Cook"
60458,1060,1150,1320,1670,1990,2023,"Justice","Cook"
60459,1090,1190,1360,1730,2050,2023,"Burbank","Cook"
60461,1740,1880,2160,2740,3260,2023,"Olympia Fields","Cook"
60462,1210,1320,1510,1920,2280,2023,"Orland Park","Cook"
60463,1510,1640,1880,2390,2840,2023,"Palos Heights","Cook"
60464,1710,1850,2120,2690,3200,2023,"Palos Park","Cook"
60465,1050,1130,1300,1650,1960,2023,"Palos Hills","Cook"
60466,1210,1320,1510,1920,2280,2023,"Park Forest","Cook"
60467,1280,1390,1590,2020,2400,2023,"Orland Park","Cook"
60469,1050,1140,1310,1660,1980,2023,"Posen","Cook"
60471,1090,1190,1360,1730,2050,2023,"Richton Park","Cook"
60472,1000,1080,1240,1570,1870,2023,"Robbins","Cook"
60473,1460,1590,1820,2310,2750,2023,"South Holland","Cook"
60475,920,990,1140,1450,1720,2023,"Steger","Cook"
60476,970,1050,1200,1520,1810,2023,"Thornton","Cook"
60477,1170,1260,1450,1840,2190,2023,"Tinley Park","Cook"
60478,1360,1470,1690,2140,2550,2023,"Country Club Hills","Cook"
60480,1140,1240,1420,1800,2140,2023,"Willow Springs","Cook"
60482,970,1050,1200,1520,1810,2023,"Worth","Cook"
60487,1130,1230,1410,1790,2130,2023,"Tinley Park","Cook"
60501,870,940,1080,1370,1630,2023,"Summit Argo","Cook"
60513,1040,1120,1290,1640,1950,2023,"Brookfield","Cook"
60525,1090,1190,1360,1730,2050,2023,"La Grange","Cook"
60526,1130,1220,1400,1780,2110,2023,"La Grange Park","Cook"
60534,990,1070,1230,1560,1860,2023,"Lyons","Cook"
60546,1050,1140,1310,1660,1980,2023,"Riverside","Cook"
60558,1740,1880,2160,2740,3260,2023,"Western Springs","Cook"
60601,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60602,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60603,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60604,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60605,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60606,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60607,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60608,940,1020,1170,1480,1760,2023,"Chicago","Cook"
60609,800,860,990,1260,1490,2023,"Chicago","Cook"
60610,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60611,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60612,1240,1340,1540,1950,2320,2023,"Chicago","Cook"
60613,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60614,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60615,1310,1420,1630,2070,2460,2023,"Chicago","Cook"
60616,1140,1240,1420,1800,2140,2023,"Chicago","Cook"
60617,840,910,1040,1320,1570,2023,"Chicago","Cook"
60618,1250,1360,1560,1980,2350,2023,"Chicago","Cook"
60619,970,1050,1210,1540,1830,2023,"Chicago","Cook"
60620,970,1050,1200,1520,1810,2023,"Chicago","Cook"
60621,880,950,1090,1380,1640,2023,"Chicago","Cook"
60622,1570,1700,1950,2470,2940,2023,"Chicago","Cook"
60623,850,920,1060,1340,1600,2023,"Chicago","Cook"
60624,970,1050,1210,1540,1830,2023,"Chicago","Cook"
60625,1330,1440,1650,2090,2490,2023,"Chicago","Cook"
60626,1280,1390,1590,2020,2400,2023,"Chicago","Cook"
60628,970,1050,1200,1520,1810,2023,"Chicago","Cook"
60629,920,990,1140,1450,1720,2023,"Chicago","Cook"
60630,1170,1260,1450,1840,2190,2023,"Chicago","Cook"
60631,1120,1210,1390,1760,2100,2023,"Chicago","Cook"
60632,870,940,1080,1370,1630,2023,"Chicago","Cook"
60633,940,1020,1170,1480,1760,2023,"Chicago","Cook"
60634,1130,1230,1410,1790,2130,2023,"Chicago","Cook"
60636,830,900,1030,1310,1550,2023,"Chicago","Cook"
60637,1000,1080,1240,1570,1870,2023,"Chicago","Cook"
60638,1010,1090,1250,1590,1890,2023,"Chicago","Cook"
60639,1030,1120,1280,1620,1930,2023,"Chicago","Cook"
60640,1440,1560,1790,2270,2700,2023,"Chicago","Cook"
60641,1130,1230,1410,1790,2130,2023,"Chicago","Cook"
60642,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60643,1040,1120,1290,1640,1950,2023,"Chicago","Cook"
60644,1000,1080,1240,1570,1870,2023,"Chicago","Cook"
60645,1220,1330,1520,1930,2290,2023,"Chicago","Cook"
60646,1140,1240,1420,1800,2140,2023,"Chicago","Cook"
60647,1330,1440,1650,2090,2490,2023,"Chicago","Cook"
60649,1010,1100,1260,1600,1900,2023,"Chicago","Cook"
60651,1030,1120,1280,1620,1930,2023,"Chicago","Cook"
60652,1180,1280,1470,1870,2220,2023,"Chicago","Cook"
60653,980,1060,1220,1550,1840,2023,"Chicago","Cook"
60654,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60655,1100,1190,1370,1740,2070,2023,"Chicago","Cook"
60656,1140,1240,1420,1800,2140,2023,"Chicago","Cook"
60657,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60659,1210,1320,1510,1920,2280,2023,"Chicago","Cook"
60660,1420,1540,1770,2250,2670,2023,"Chicago","Cook"
60661,1740,1880,2160,2740,3260,2023,"Chicago","Cook"
60706,1010,1100,1260,1600,1900,2023,"Harwood Heights","Cook"
60707,1080,1170,1340,1700,2020,2023,"Elmwood Park","Cook"
60712,1740,1880,2160,2740,3260,2023,"Lincolnwood","Cook"
60714,1090,1190,1360,1730,2050,2023,"Niles","Cook"
60803,950,1030,1180,1500,1780,2023,"Alsip","Cook"
60804,960,1040,1190,1510,1800,2023,"Cicero","Cook"
60805,1130,1230,1410,1790,2130,2023,"Evergreen Park","Cook"
60827,930,1000,1150,1460,1730,2023,"Riverdale","Cook"
60004,1290,1410,1630,2060,2450,2022,"Arlington Heights","Cook"
60005,1100,1200,1390,1760,2090,2022,"Arlington Heights","Cook"
60007,1130,1240,1430,1810,2150,2022,"Elk Grove Village","Cook"
60008,1210,1330,1530,1940,2300,2022,"Rolling Meadows","Cook"
60016,1130,1240,1430,1810,2150,2022,"Des Plaines","Cook"
60018,920,1010,1170,1480,1760,2022,"Des Plaines","Cook"
60022,1550,1690,1960,2480,2950,2022,"Glencoe","Cook"
60025,1180,1290,1490,1890,2240,2022,"Glenview","Cook"
60026,1560,1710,1970,2490,2970,2022,"Glenview Nas","Cook"
60029,1310,1430,1660,2100,2500,2022,"Golf","Cook"
60043,1530,1680,1940,2450,2920,2022,"Kenilworth","Cook"
60053,1590,1740,2010,2550,3030,2022,"Morton Grove","Cook"
60056,1110,1220,1410,1790,2120,2022,"Mount Prospect","Cook"
60062,1370,1510,1740,2200,2620,2022,"Northbrook","Cook"
60067,1280,1400,1620,2050,2440,2022,"Palatine","Cook"
60068,1220,1340,1550,1960,2330,2022,"Park Ridge","Cook"
60070,970,1070,1230,1560,1850,2022,"Prospect Heights","Cook"
60074,1090,1200,1380,1750,2080,2022,"Palatine","Cook"
60076,1190,1300,1500,1900,2260,2022,"Skokie","Cook"
60077,1120,1230,1420,1800,2140,2022,"Skokie","Cook"
60090,1190,1300,1500,1900,2260,2022,"Wheeling","Cook"
60091,1480,1620,1870,2370,2820,2022,"Wilmette","Cook"
60093,1590,1740,2010,2550,3030,2022,"Winnetka","Cook"
60103,1410,1550,1790,2270,2700,2022,"Bartlett","Cook"
60104,1000,1100,1270,1610,1910,2022,"Bellwood","Cook"
60107,1550,1700,1960,2480,2950,2022,"Streamwood","Cook"
60130,970,1070,1230,1560,1850,2022,"Forest Park","Cook"
60131,800,870,1010,1280,1520,2022,"Franklin Park","Cook"
60133,1190,1300,1500,1900,2260,2022,"Hanover Park","Cook"
60141,940,1030,1190,1510,1790,2022,"Hines","Cook"
60153,920,1000,1160,1470,1750,2022,"Maywood","Cook"
60154,1300,1420,1640,2080,2470,2022,"Westchester","Cook"
60155,920,1010,1170,1480,1760,2022,"Broadview","Cook"
60160,930,1020,1180,1490,1780,2022,"Melrose Park","Cook"
60162,1020,1120,1290,1630,1940,2022,"Hillside","Cook"
60163,890,980,1130,1430,1700,2022,"Berkeley","Cook"
60164,850,940,1080,1370,1630,2022,"Melrose Park","Cook"
60165,1000,1100,1270,1610,1910,2022,"Stone Park","Cook"
60169,1190,1310,1510,1910,2270,2022,"Hoffman Estates","Cook"
60171,880,960,1110,1410,1670,2022,"River Grove","Cook"
60173,1450,1590,1830,2320,2760,2022,"Schaumburg","Cook"
60176,910,1000,1150,1460,1730,2022,"Schiller Park","Cook"
60192,1590,1740,2010,2550,3030,2022,"Schaumburg","Cook"
60193,1340,1460,1690,2140,2550,2022,"Schaumburg","Cook"
60194,1340,1470,1700,2150,2560,2022,"Schaumburg","Cook"
60195,1290,1410,1630,2060,2450,2022,"Schaumburg","Cook"
60201,1520,1660,1920,2430,2890,2022,"Evanston","Cook"
60202,1230,1350,1560,1980,2350,2022,"Evanston","Cook"
60203,1430,1570,1810,2290,2730,2022,"Evanston","Cook"
60208,1040,1130,1310,1660,1970,2022,"Evanston","Cook"
60301,1590,1740,2010,2550,3030,2022,"Oak Park","Cook"
60302,1200,1320,1520,1920,2290,2022,"Oak Park","Cook"
60304,1070,1180,1360,1720,2050,2022,"Oak Park","Cook"
60305,1110,1220,1410,1790,2120,2022,"River Forest","Cook"
60402,980,1070,1240,1570,1870,2022,"Berwyn","Cook"
60406,810,880,1020,1290,1540,2022,"Blue Island","Cook"
60409,910,1000,1150,1460,1730,2022,"Calumet City","Cook"
60411,880,960,1110,1410,1670,2022,"Chicago Heights","Cook"
60415,920,1000,1160,1470,1750,2022,"Chicago Ridge","Cook"
60418,1040,1130,1310,1660,1970,2022,"Crestwood","Cook"
60419,1160,1270,1470,1860,2210,2022,"Dolton","Cook"
60422,1590,1740,2010,2550,3030,2022,"Flossmoor","Cook"
60425,1170,1280,1480,1870,2230,2022,"Glenwood","Cook"
60426,880,970,1120,1420,1690,2022,"Harvey","Cook"
60428,1160,1270,1470,1860,2210,2022,"Markham","Cook"
60429,1320,1450,1670,2110,2510,2022,"Hazel Crest","Cook"
60430,1080,1190,1370,1730,2060,2022,"Homewood","Cook"
60438,940,1030,1190,1510,1790,2022,"Lansing","Cook"
60443,1190,1300,1500,1900,2260,2022,"Matteson","Cook"
60445,910,1000,1150,1460,1730,2022,"Midlothian","Cook"
60452,990,1080,1250,1580,1880,2022,"Oak Forest","Cook"
60453,1030,1130,1300,1650,1960,2022,"Oak Lawn","Cook"
60455,880,960,1110,1410,1670,2022,"Bridgeview","Cook"
60456,1030,1130,1310,1650,1970,2022,"Hometown","Cook"
60457,880,960,1110,1410,1670,2022,"Hickory Hills","Cook"
60458,960,1050,1210,1530,1820,2022,"Justice","Cook"
60459,1000,1090,1260,1600,1900,2022,"Burbank","Cook"
60461,1590,1740,2010,2550,3030,2022,"Olympia Fields","Cook"
60462,1130,1240,1430,1810,2150,2022,"Orland Park","Cook"
60463,1560,1710,1980,2510,2980,2022,"Palos Heights","Cook"
60464,1230,1350,1560,1970,2340,2022,"Palos Park","Cook"
60465,960,1060,1220,1540,1840,2022,"Palos Hills","Cook"
60466,1110,1210,1400,1770,2110,2022,"Park Forest","Cook"
60467,1300,1420,1640,2080,2470,2022,"Orland Park","Cook"
60469,980,1070,1240,1570,1870,2022,"Posen","Cook"
60471,1020,1120,1290,1630,1940,2022,"Richton Park","Cook"
60472,870,950,1100,1390,1660,2022,"Robbins","Cook"
60473,1340,1470,1700,2150,2560,2022,"South Holland","Cook"
60475,850,930,1070,1350,1610,2022,"Steger","Cook"
60476,820,900,1040,1320,1570,2022,"Thornton","Cook"
60477,1080,1190,1370,1730,2060,2022,"Tinley Park","Cook"
60478,1230,1350,1560,1980,2350,2022,"Country Club Hills","Cook"
60480,1040,1140,1320,1670,1990,2022,"Willow Springs","Cook"
60482,860,940,1090,1380,1640,2022,"Worth","Cook"
60487,1040,1140,1320,1670,1990,2022,"Tinley Park","Cook"
60501,810,890,1030,1300,1550,2022,"Summit Argo","Cook"
60513,980,1070,1240,1570,1870,2022,"Brookfield","Cook"
60525,1060,1160,1340,1700,2020,2022,"La Grange","Cook"
60526,1020,1120,1290,1630,1940,2022,"La Grange Park","Cook"
60534,890,980,1130,1430,1700,2022,"Lyons","Cook"
60546,960,1050,1210,1530,1820,2022,"Riverside","Cook"
60558,1590,1740,2010,2550,3030,2022,"Western Springs","Cook"
60601,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60602,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60603,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60604,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60605,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60606,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60607,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60608,850,940,1080,1370,1630,2022,"Chicago","Cook"
60609,730,800,920,1160,1390,2022,"Chicago","Cook"
60610,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60611,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60612,1140,1250,1440,1820,2170,2022,"Chicago","Cook"
60613,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60614,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60615,1190,1310,1510,1910,2270,2022,"Chicago","Cook"
60616,1000,1100,1270,1610,1910,2022,"Chicago","Cook"
60617,780,860,990,1250,1490,2022,"Chicago","Cook"
60618,1150,1260,1450,1840,2180,2022,"Chicago","Cook"
60619,910,1000,1150,1460,1730,2022,"Chicago","Cook"
60620,880,970,1120,1420,1690,2022,"Chicago","Cook"
60621,810,880,1020,1290,1540,2022,"Chicago","Cook"
60622,1400,1530,1770,2240,2670,2022,"Chicago","Cook"
60623,770,850,980,1240,1480,2022,"Chicago","Cook"
60624,870,950,1100,1390,1660,2022,"Chicago","Cook"
60625,1180,1290,1490,1890,2240,2022,"Chicago","Cook"
60626,1170,1280,1480,1870,2230,2022,"Chicago","Cook"
60628,880,960,1110,1410,1670,2022,"Chicago","Cook"
60629,850,940,1080,1370,1630,2022,"Chicago","Cook"
60630,1040,1140,1320,1670,1990,2022,"Chicago","Cook"
60631,1040,1140,1320,1670,1990,2022,"Chicago","Cook"
60632,810,880,1020,1290,1540,2022,"Chicago","Cook"
60633,850,940,1080,1370,1630,2022,"Chicago","Cook"
60634,1040,1130,1310,1660,1970,2022,"Chicago","Cook"
60636,770,850,980,1240,1480,2022,"Chicago","Cook"
60637,930,1020,1180,1490,1780,2022,"Chicago","Cook"
60638,920,1000,1160,1470,1750,2022,"Chicago","Cook"
60639,940,1030,1190,1510,1790,2022,"Chicago","Cook"
60640,1280,1400,1620,2050,2440,2022,"Chicago","Cook"
60641,1030,1130,1300,1650,1960,2022,"Chicago","Cook"
60642,1570,1720,1990,2520,3000,2022,"Chicago","Cook"
60643,950,1040,1200,1520,1810,2022,"Chicago","Cook"
60644,920,1010,1170,1480,1760,2022,"Chicago","Cook"
60645,1110,1210,1400,1770,2110,2022,"Chicago","Cook"
60646,1000,1100,1270,1610,1910,2022,"Chicago","Cook"
60647,1180,1290,1490,1890,2240,2022,"Chicago","Cook"
60649,930,1020,1180,1490,1780,2022,"Chicago","Cook"
60651,920,1010,1170,1480,1760,2022,"Chicago","Cook"
60652,1040,1140,1320,1670,1990,2022,"Chicago","Cook"
60653,910,1000,1150,1460,1730,2022,"Chicago","Cook"
60654,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60655,1030,1130,1300,1650,1960,2022,"Chicago","Cook"
60656,1040,1130,1310,1660,1970,2022,"Chicago","Cook"
60657,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60659,1110,1220,1410,1790,2120,2022,"Chicago","Cook"
60660,1300,1430,1650,2090,2480,2022,"Chicago","Cook"
60661,1590,1740,2010,2550,3030,2022,"Chicago","Cook"
60706,920,1010,1170,1480,1760,2022,"Harwood Heights","Cook"
60707,1010,1110,1280,1620,1930,2022,"Elmwood Park","Cook"
60712,1590,1740,2010,2550,3030,2022,"Lincolnwood","Cook"
60714,1010,1110,1280,1620,1930,2022,"Niles","Cook"
60803,880,970,1120,1420,1690,2022,"Alsip","Cook"
60804,870,950,1100,1390,1660,2022,"Cicero","Cook"
60805,1020,1120,1290,1630,1940,2022,"Evergreen Park","Cook"
60827,850,930,1070,1350,1610,2022,"Riverdale","Cook"
60004,1210,1340,1550,1970,2350,2021,"Arlington Heights","Cook"
60005,1050,1170,1350,1710,2050,2021,"Arlington Heights","Cook"
60007,1070,1180,1370,1740,2080,2021,"Elk Grove Village","Cook"
60008,1150,1280,1480,1880,2240,2021,"Rolling Meadows","Cook"
60016,1080,1200,1390,1760,2110,2021,"Des Plaines","Cook"
60018,880,980,1130,1430,1710,2021,"Des Plaines","Cook"
60022,1100,1220,1410,1790,2140,2021,"Glencoe","Cook"
60025,1110,1240,1430,1820,2170,2021,"Glenview","Cook"
60026,1480,1640,1900,2410,2880,2021,"Glenview Nas","Cook"
60029,1250,1390,1600,2040,2430,2021,"Golf","Cook"
60043,1510,1670,1930,2460,2930,2021,"Kenilworth","Cook"
60053,1520,1680,1950,2480,2960,2021,"Morton Grove","Cook"
60056,1050,1170,1350,1710,2050,2021,"Mount Prospect","Cook"
60062,1360,1510,1750,2220,2650,2021,"Northbrook","Cook"
60067,1210,1340,1550,1970,2350,2021,"Palatine","Cook"
60068,1150,1280,1480,1880,2240,2021,"Park Ridge","Cook"
60070,930,1030,1190,1510,1800,2021,"Prospect Heights","Cook"
60074,1050,1170,1350,1710,2050,2021,"Palatine","Cook"
60076,1150,1270,1470,1870,2230,2021,"Skokie","Cook"
60077,1090,1210,1400,1780,2120,2021,"Skokie","Cook"
60090,1130,1250,1450,1840,2200,2021,"Wheeling","Cook"
60091,1500,1660,1920,2440,2910,2021,"Wilmette","Cook"
60093,1520,1680,1950,2480,2960,2021,"Winnetka","Cook"
60103,1360,1500,1740,2210,2640,2021,"Bartlett","Cook"
60104,1000,1110,1280,1630,1940,2021,"Bellwood","Cook"
60107,1490,1650,1910,2430,2890,2021,"Streamwood","Cook"
60130,930,1030,1190,1510,1800,2021,"Forest Park","Cook"
60131,770,860,990,1260,1500,2021,"Franklin Park","Cook"
60133,1140,1260,1460,1850,2210,2021,"Hanover Park","Cook"
60141,890,990,1150,1450,1740,2021,"Hines","Cook"
60153,900,990,1150,1460,1740,2021,"Maywood","Cook"
60154,1260,1400,1620,2060,2450,2021,"Westchester","Cook"
60155,870,970,1120,1420,1700,2021,"Broadview","Cook"
60160,880,980,1130,1430,1710,2021,"Melrose Park","Cook"
60162,960,1060,1230,1560,1860,2021,"Hillside","Cook"
60163,900,990,1150,1460,1740,2021,"Berkeley","Cook"
60164,820,910,1050,1330,1590,2021,"Melrose Park","Cook"
60165,990,1100,1270,1610,1920,2021,"Stone Park","Cook"
60169,1120,1240,1440,1830,2180,2021,"Hoffman Estates","Cook"
60171,840,930,1080,1370,1640,2021,"River Grove","Cook"
60173,1370,1520,1760,2230,2670,2021,"Schaumburg","Cook"
60176,860,950,1100,1400,1670,2021,"Schiller Park","Cook"
60192,1520,1680,1950,2480,2960,2021,"Schaumburg","Cook"
60193,1270,1410,1630,2070,2470,2021,"Schaumburg","Cook"
60194,1310,1450,1680,2130,2550,2021,"Schaumburg","Cook"
60195,1190,1320,1530,1940,2320,2021,"Schaumburg","Cook"
60201,1430,1580,1830,2320,2770,2021,"Evanston","Cook"
60202,1190,1320,1530,1940,2320,2021,"Evanston","Cook"
60203,1330,1480,1710,2170,2590,2021,"Evanston","Cook"
60208,990,1100,1270,1610,1920,2021,"Evanston","Cook"
